@relation DatosTest

@attribute característica_1 real
@attribute característica_2 real
@attribute hipótesis {-1, 1}



@data
0.34177,1.15911,1
3.83967,-2.43978,1
-0.76027,1.66177,1
2.02011,-0.79145,1
0.94931,2.05900,1
0.50222,2.15793,1
3.40753,-1.30063,1
0.94734,-0.09224,1
-1.41563,4.29154,1
2.17595,0.11619,1
1.29288,0.75771,1
1.54088,0.65574,1
-0.00608,1.23090,1
0.30965,1.13965,1
2.23948,-1.21544,1
1.72964,-0.65021,1
1.16930,0.39256,1
1.94206,0.23060,1
-1.03433,2.82860,1
1.43631,0.77842,1
1.54010,0.85630,1
2.70423,-0.65197,1
2.33642,-1.82185,1
0.37361,0.62984,1
2.40060,0.32212,1
0.96852,0.81493,1
2.15524,-1.06347,1
0.93281,1.25299,1
2.84246,-2.38629,1
-0.03338,1.77351,1
0.79044,1.04995,1
1.62791,0.30641,1
2.28176,-1.58779,1
1.51464,-0.73867,1
1.07574,0.15267,1
0.49650,1.50493,1
2.06544,-1.51391,1
0.69015,1.81901,1
-1.08427,3.22993,1
1.37969,-1.02723,1
1.15012,0.61462,1
2.44534,-0.51125,1
2.26991,-2.64556,1
0.25976,1.81808,1
0.68586,0.68189,1
2.29513,-0.35048,1
1.27872,0.04333,1
1.51828,-0.41945,1
2.83153,-1.73113,1
3.99566,-3.51371,1
1.04973,-0.43665,1
2.49718,-0.10373,1
1.94179,-0.74728,1
3.08757,-0.37210,1
3.14605,-2.15933,1
1.18492,-1.22715,1
0.96712,-0.10624,1
2.47142,-1.25427,1
1.22765,0.63991,1
1.53240,-0.48967,1
1.15949,-0.45389,1
2.79759,-1.69574,1
1.53567,-1.41458,1
1.46016,0.74302,1
3.03914,-0.30372,1
1.65912,0.42759,1
-0.22259,2.40343,1
0.92729,1.05879,1
0.90091,1.49518,1
-1.20102,2.37063,1
1.09007,1.90140,1
1.33870,0.62600,1
0.11723,2.61511,1
2.51949,-0.92074,1
2.39521,-0.59678,1
-0.53710,2.23717,1
1.51211,0.86646,1
1.87466,0.20939,1
1.04062,0.51021,1
1.29680,-0.65496,1
2.52622,0.24027,1
1.11541,-1.02618,1
2.36526,-0.37810,1
2.09547,-1.32132,1
1.12455,-0.40234,1
1.48211,-1.09795,1
0.39672,1.86958,1
1.27519,0.27102,1
0.63483,1.25989,1
1.87572,0.02584,1
1.46306,-0.18232,1
0.20527,1.37562,1
0.30476,1.84902,1
1.41572,-0.00283,1
-1.13935,1.15825,1
1.06914,0.56533,1
0.87279,0.21173,1
-0.31003,2.73992,1
0.31544,1.98393,1
0.81408,1.18279,1
0.90174,0.29768,1
2.31954,-0.38390,1
2.36432,0.44894,1
-0.18384,2.13919,1
3.52284,-2.25423,1
1.96632,-0.84219,1
1.63756,-0.25014,1
1.06599,-0.05485,1
2.75819,-2.39540,1
1.56055,1.04477,1
